text,nostalgic
পুরোনো দিনের খুব খুব সুন্দর গান শুনলেই মনে ভালো হয়ে যায় ক্লান্তি দূর হয়ে যায়।,1
এই হৃদয় মন জাগানো গান চীর জীবন আমাদের হৃদয়ো মাঝে রয়ে যাবে,1
গান শুনলে মোন ভালো হোয়ে যায়,0
অতিব মনকারা শ্রুতিমধুর গানগুলো শুনে মন ভরে গেল ধন্যবাদ,0
চিরদিনের গান চিরনতুন গান সকলের প্রিয় গান প্রানের গান ভালো বাসার গান ভালো লাগার গান ভালো থাকার গান মিস্টি গান সুন্দর গান ভীষন সুন্দর শরীর মন দুটোই ভালো হয় এই গান শুনলে।,0
গান গুলো শুনে মনটা ভরে গেল,0
মন ভালো করার একটাই কথা এই সব ভালো ভালো গান,0
ভালোবাসা এক পিপাসা গানের সুর কথার চামুচ দিয়ে ধীরে ধীরে তৃপ্ত করা,0
আহা বড় অনবদ্য আমাদের মন ভালো করে দেয় উনাদের কে শতশত কোটি প্রণাম অন্তরে র ভালো বাসা জানাই,0
এখানে সন্ধ‍্যা মুখোপাধ‍্যায়ের ছবি থাকলে ভালো হতো।,0
কোনভাবেই এই অনুভূতি ভাষায় ব্যক্ত করা সম্ভব নয়।,0
রোমান্টিক গান গুলো মনকে এতটাই পর্শ্ব করেছে যে এর রেশ থাকবে অনেকক্ষণ ।,0
গান শুনব না শুনবো অ্যাড শুনবো দুটো করে গান হচ্ছে আর অ্যাড হচ্ছে এটা কি হচ্ছে,0
